DateTime,Time
1900-01-01 13:37:17,0.3473007577092511
1900-01-01 13:37:18,1.1723603929618769
1900-01-01 13:37:19,2.1575832268041237
1900-01-01 13:37:20,3.1235677204968946
1900-01-01 13:37:21,4.149306437106918
1900-01-01 13:37:22,5.173801353276353
1900-01-01 13:37:23,6.154555780645161
1900-01-01 13:37:24,7.177228923076923
1900-01-01 13:37:25,8.172830027607361
1900-01-01 13:37:26,9.143199793201134
1900-01-01 13:37:27,10.16559219614148
1900-01-01 13:37:28,11.137445267029973
1900-01-01 13:37:29,12.155142509915015
1900-01-01 13:37:30,13.165445687315634
1900-01-01 13:37:31,14.138749064102566
1900-01-01 13:37:32,15.159942927899687
1900-01-01 13:37:33,16.160316767045455
1900-01-01 13:37:34,17.170038011080333
1900-01-01 13:37:35,18.14904045151515
1900-01-01 13:37:36,19.16494748427673
1900-01-01 13:37:37,20.14207167584098
1900-01-01 13:37:38,21.132900955555556
1900-01-01 13:37:39,22.186411233449476
1900-01-01 13:37:40,23.105253942084943
1900-01-01 13:37:41,24.19257363605442
1900-01-01 13:37:42,25.158253742028982
1900-01-01 13:37:43,26.171298688046647
1900-01-01 13:37:44,27.150663577287066
1900-01-01 13:37:45,28.1537336909621
1900-01-01 13:37:46,29.165999549575073
1900-01-01 13:37:47,30.155117026525197
1900-01-01 13:37:48,31.161930534818943
1900-01-01 13:37:49,32.14829324924925
1900-01-01 13:37:50,33.15909794545455
1900-01-01 13:37:51,34.15932156083086
1900-01-01 13:37:52,35.13881865217391
1900-01-01 13:37:53,36.16388170798898
1900-01-01 13:37:54,37.157683999999996
1900-01-01 13:37:55,38.18071251829268
1900-01-01 13:37:56,39.15271337846154
1900-01-01 13:37:57,40.14239587931035
1900-01-01 13:37:58,41.15422654722222
1900-01-01 13:37:59,42.14839520786517
1900-01-01 13:38:00,43.159530520958086
1900-01-01 13:38:01,44.15570940060241
1900-01-01 13:38:02,45.14385839002933
1900-01-01 13:38:03,46.145490084057975
1900-01-01 13:38:04,47.1452041163522
1900-01-01 13:38:05,48.15261924293785
1900-01-01 13:38:06,49.15415243362832
1900-01-01 13:38:07,50.1711873760933
1900-01-01 13:38:08,51.17045831097561
1900-01-01 13:38:09,52.16586058762886
1900-01-01 13:38:10,53.12129926229509
1900-01-01 13:38:11,54.17075765798045
1900-01-01 13:38:12,55.14094928476822
1900-01-01 13:38:13,56.17922016975309
1900-01-01 13:38:14,57.17126107586208
1900-01-01 13:38:15,58.20414441558441
1900-01-01 13:38:16,59.13655148760331
1900-01-01 13:38:17,60.15004941011236
1900-01-01 13:38:18,61.120077474402734
1900-01-01 13:38:19,62.184994161716176
1900-01-01 13:38:20,63.13915402661597
1900-01-01 13:38:21,64.19549709130435
1900-01-01 13:38:22,65.16640456756757
1900-01-01 13:38:23,66.12714114084507
1900-01-01 13:38:24,67.16738545320197
1900-01-01 13:38:25,68.16727760696517
1900-01-01 13:38:26,69.1955411884058
1900-01-01 13:38:27,70.13549696412557
1900-01-01 13:38:28,71.14245178881987
1900-01-01 13:38:29,72.13824500735295
1900-01-01 13:38:30,73.162917518797
1900-01-01 13:38:31,74.17395237313433
1900-01-01 13:38:32,75.15130287096774
1900-01-01 13:38:33,76.13169545588235
1900-01-01 13:38:34,77.14391030827068
1900-01-01 13:38:35,78.15371097761195
1900-01-01 13:38:36,79.15595709160304
1900-01-01 13:38:37,80.1724170625
1900-01-01 13:38:38,81.17688313178296
1900-01-01 13:38:39,82.1558359448819
1900-01-01 13:38:40,83.13709554198473
1900-01-01 13:38:41,84.15146165925927
1900-01-01 13:38:42,85.16033835433072
1900-01-01 13:38:43,86.16320252066116
1900-01-01 13:38:44,87.17819403846154
1900-01-01 13:38:45,88.15776595275591
1900-01-01 13:38:46,89.128554416
1900-01-01 13:38:47,90.13800351851852
1900-01-01 13:38:48,91.15019167669173
1900-01-01 13:38:49,92.16021566666666
1900-01-01 13:38:50,93.15858667832168
1900-01-01 13:38:51,94.16690729007634
1900-01-01 13:38:52,95.14537537903226
1900-01-01 13:38:53,96.13136651851852
1900-01-01 13:38:54,97.13107385384616
1900-01-01 13:38:55,98.133816546875
1900-01-01 13:38:56,99.15993900000001
1900-01-01 13:38:57,100.16771121481482
1900-01-01 13:38:58,101.1766714962406
1900-01-01 13:38:59,102.15632807438017
1900-01-01 13:39:00,103.15481181699346
1900-01-01 13:39:01,104.15772139259259
1900-01-01 13:39:02,105.16054204545455
1900-01-01 13:39:03,106.1696103851852
1900-01-01 13:39:04,107.17972379699249
1900-01-01 13:39:05,108.15895886614173
1900-01-01 13:39:06,109.13858293233082
1900-01-01 13:39:07,110.14148695555555
1900-01-01 13:39:08,111.14467948120301
1900-01-01 13:39:09,112.14947187313433
1900-01-01 13:39:10,113.15411770676691
1900-01-01 13:39:11,114.16175406617647
1900-01-01 13:39:12,115.14820696774193
1900-01-01 13:39:13,116.13634033576643
1900-01-01 13:39:14,117.14942709923665
1900-01-01 13:39:15,118.15758950735294
1900-01-01 13:39:16,119.15192724848485
1900-01-01 13:39:17,120.26671658536584
1900-01-01 13:39:18,121.16862886718751
1900-01-01 13:39:19,122.17113255390333
1900-01-01 13:39:20,123.15358240133779
1900-01-01 13:39:21,124.1310782862191
1900-01-01 13:39:22,125.17484953824362
1900-01-01 13:39:23,126.13390085714285
1900-01-01 13:39:24,127.14884087227415
1900-01-01 13:39:25,128.15824287650602
1900-01-01 13:39:26,129.15752283468834
1900-01-01 13:39:27,130.15169245042492
1900-01-01 13:39:28,131.15466095689655
1900-01-01 13:39:29,132.15317018373494
1900-01-01 13:39:30,133.16668369662924
1900-01-01 13:39:31,134.18510382043343
1900-01-01 13:39:32,135.15499374366198
1900-01-01 13:39:33,136.12478053465347
1900-01-01 13:39:34,137.15481474617738
1900-01-01 13:39:35,138.16561767930028
1900-01-01 13:39:36,139.13455984952978
1900-01-01 13:39:37,140.17398303966007
1900-01-01 13:39:38,141.14894832352942
1900-01-01 13:39:39,142.1642198108108
1900-01-01 13:39:40,143.16282294193547
1900-01-01 13:39:41,144.15215676455026
1900-01-01 13:39:42,145.17043843103448
1900-01-01 13:39:43,146.16407383035715
1900-01-01 13:39:44,147.15316041736693
1900-01-01 13:39:45,148.1627603764706
1900-01-01 13:39:46,149.14564196231885
1900-01-01 13:39:47,150.1744098391813
1900-01-01 13:39:48,151.1665354733728
1900-01-01 13:39:49,152.1699450955224
1900-01-01 13:39:50,153.17594231578948
1900-01-01 13:39:51,154.18587111484595
1900-01-01 13:39:52,155.12377534365325
1900-01-01 13:39:53,156.15574385674157
1900-01-01 13:39:54,157.1711518679868
1900-01-01 13:39:55,158.19008775520834
1900-01-01 13:39:56,159.18099325377645
1900-01-01 13:39:57,160.17037809329446
1900-01-01 13:39:58,161.1386671076923
1900-01-01 13:39:59,162.1906004723032
1900-01-01 13:40:00,163.15306300862068
1900-01-01 13:40:01,164.13370916332377
1900-01-01 13:40:02,165.1891745375
1900-01-01 13:40:03,166.1758291243094
1900-01-01 13:40:04,167.14643405163045
1900-01-01 13:40:05,168.19057311585368
1900-01-01 13:40:06,169.1623239347181
1900-01-01 13:40:07,170.174274225
1900-01-01 13:40:08,171.14646675667657
1900-01-01 13:40:09,172.14919995628415
1900-01-01 13:40:10,173.15024471802326
1900-01-01 13:40:11,174.1691055837838
1900-01-01 13:40:12,175.1588671362319
1900-01-01 13:40:13,176.14869974805194
1900-01-01 13:40:14,177.1509578422619
1900-01-01 13:40:15,178.16703548958333
1900-01-01 13:40:16,179.15647192705168
1900-01-01 13:40:17,180.18440006188925
1900-01-01 13:40:18,181.17388753649635
1900-01-01 13:40:19,182.16800346718148
1900-01-01 13:40:20,183.17498792857143
1900-01-01 13:40:21,184.15633353125
1900-01-01 13:40:22,185.19572707114622
1900-01-01 13:40:23,186.15787026449274
1900-01-01 13:40:24,187.1621582142857
1900-01-01 13:40:25,188.1372371407767
1900-01-01 13:40:26,189.16483426293104
1900-01-01 13:40:27,190.13371550643777
1900-01-01 13:40:28,191.14653290909092
1900-01-01 13:40:29,192.16155366836733
1900-01-01 13:40:30,193.19187856132075
1900-01-01 13:40:31,194.14118043778802
1900-01-01 13:40:32,195.1672924357143
1900-01-01 13:40:33,196.1211236
1900-01-01 13:40:34,197.1792943948718
1900-01-01 13:40:35,198.1437737068063
1900-01-01 13:40:36,199.16569033139535
1900-01-01 13:40:37,200.14635340552996
1900-01-01 13:40:38,201.1534437877095
1900-01-01 13:40:39,202.16227760451977
1900-01-01 13:40:40,203.21179777653632
1900-01-01 13:40:41,204.2035054342857
1900-01-01 13:40:42,205.18365538418078
1900-01-01 13:40:43,206.1596761257485
1900-01-01 13:40:44,207.15642270454546
1900-01-01 13:40:45,208.16181246927374
1900-01-01 13:40:46,209.1565302816092
1900-01-01 13:40:47,210.17849038674032
1900-01-01 13:40:48,211.23040826946107
1900-01-01 13:40:49,212.18713760352423
1900-01-01 13:40:50,213.1735019310345
1900-01-01 13:40:51,214.11336263559323
1900-01-01 13:40:52,215.19350147651005
1900-01-01 13:40:53,216.1670300030395
1900-01-01 13:40:54,217.17208651601425
1900-01-01 13:40:55,218.14717418027212
1900-01-01 13:40:56,219.10635468036529
1900-01-01 13:40:57,220.10824044313725
1900-01-01 13:40:58,221.16885548205127
1900-01-01 13:40:59,222.18047330350194
1900-01-01 13:41:00,223.2018773360656
1900-01-01 13:41:01,224.11606768899523
1900-01-01 13:41:02,225.15455483253587
1900-01-01 13:41:03,226.1837512886598
1900-01-01 13:41:04,227.18705089690724
1900-01-01 13:41:05,228.17535548128342
1900-01-01 13:41:06,229.1494715268817
1900-01-01 13:41:07,230.1412129585492
1900-01-01 13:41:08,231.15134862694302
1900-01-01 13:41:09,232.16010298947367
1900-01-01 13:41:10,233.17089883854166
1900-01-01 13:41:11,234.17539701538462
1900-01-01 13:41:12,235.19586865024633
1900-01-01 13:41:13,236.13819324363638
1900-01-01 13:41:14,237.12553722021661
1900-01-01 13:41:15,238.14764455369126
1900-01-01 13:41:16,239.14423506231455
1900-01-01 13:41:17,239.7276214042553
